trait_BG,token_id,trait_Torso,trait_Color,trait_Power Unit,trait_Face,trait_Apex,trait_Right Sensor,trait_Quantum Core,trait_Sense Emulator,trait_Left Sensor,trait_Hands,trait_AUX,trait_Special Edition,rarity_score
Green Gradient,3404,Tactical,Snake,Centurion,Field Agent,Core,Core,Core,Inhaler,Core,-1,Patrician,-1,158.6278980817304
Grey Day,3605,Centurion,Neptune,Core,Tri-Focal ACS,-1,APS,Ongo,Extended Release,Core,-1,-1,-1,158.55723264752135
Purple Gradient,2407,Leather Jacket,Nebula Red,Kouwei,Recon,Trinity,Core,Core,Ongo,Ongo,-1,-1,-1,158.55552187103495
Green Gradient,4419,Wind Breaker,Neptune,Centurion,Courier,Emoji,Core,Runtime Meter,Kouwei,Cat,-1,-1,-1,158.5380861671497
Pink Gradient,2300,Monk,Cotton Candy,Ongo,Centurion,Industrial Sensor,Core,Core,Patrician,APS,-1,-1,-1,158.5327083349315
Blue Gradient,6885,Ongo,Titan,Centurion,ISO,Industrial Sensor,Kouwei,Patrician,Inhaler,APS,-1,Bypass,-1,158.36249063210505
Black Graphic,7670,Wind Breaker,Nova Blue,Core,ISO,Industrial Sensor,Rabbit,Core,Inhaler,Centurion,-1,Faction,-1,158.32074176940918
Grey Gradient,3825,Centurion,34 Tauri,Core,Centurion,Trinity,-1,Centurion,Kouwei,APS,-1,Bypass,-1,158.30365633687347
Purple Gradient,6010,Tactical,Navy,Kouwei,Grigori,Emoji,-1,Core,Centurion,-1,-1,-1,-1,158.2999350925457
Pink Gradient,5489,Wind Breaker,Echelon Grey,Kouwei,Tri-Focal ACS,Ongo,-1,Centurion,Sticker,Infrared,-1,-1,-1,158.25408295635458
Pink Gradient,6495,Core,Snake,Core,Tri-Focal ACS,Emoji,-1,Runtime Meter,Inhaler,Rabbit,-1,-1,-1,158.24366535425315
Blue Gradient,1396,Patrician,Snake,Kouwei,Core,Echelon-3,Centurion,Core,Inhaler,Rabbit,-1,-1,-1,158.2192930234562
Grey Day,1284,Monk,Pulsar White,Core,Centurion,Range Finder,Cat,Patrician,Inhaler,Core,-1,-1,-1,158.15829880842864
Grey Gradient,1341,TUX,Nova Blue,Kouwei,Ongo,Centurion,-1,Core,Sticker,Centurion,-1,Kouwei,-1,158.1532664451999
Green Gradient,6709,PBJ,Pulsar White,Centurion,Field Agent,Echelon-3,Centurion,Core,Ongo,Infrared,-1,-1,-1,158.13553525589475
Grey Gradient,3580,Leather Jacket,Grape,Core,VRT,Industrial Sensor,Centurion,Core,Kouwei,Core,-1,Centurion,-1,158.13154820760076
Blue Gradient,7512,Puff Jacket,Nebula Red,Centurion,Echelon-3,Kouwei,-1,Core,Ongo,APS,-1,-1,-1,158.10888974182603
Purple Gradient,2050,Tactical,Echelon Grey,Kouwei,Patrician,Industrial Sensor,Centurion,Patrician,Centurion,-1,-1,Bypass,-1,158.05272959202955
Pink Gradient,1337,Core,Cotton Candy,Kouwei,Tri-Focal ACS,Emoji,Core,Core,Ongo,-1,-1,Bypass,-1,158.0272950469076
Grey Gradient,7659,Puff Jacket,Echelon Grey,Centurion,Governor,Centurion,Acoustic Array,Kouwei,Sticker,-1,-1,-1,-1,158.0195237562292
Orange Gradient,1027,Wind Breaker,Navy,Core,Grigori,Garsi,-1,Runtime Meter,Extended Release,Core,-1,-1,-1,157.85904196753972
Pink Gradient,5042,Soldier,Snake,Kouwei,Kouwei,Garsi,Core,Core,Inhaler,-1,-1,-1,-1,157.8491003638553
Pink Gradient,5461,Core,34 Tauri,Kouwei,Core,Emoji,-1,Core,Inhaler,Centurion,-1,Formula-V,-1,157.84290582524307
Green Gradient,1235,Core,Wrath,Patrician,Tri-Focal ACS,Industrial Sensor,Core,Kouwei,Kouwei,Ongo,-1,-1,-1,157.8381272523867
Grey Day,1208,Sergeant,34 Tauri,Core,EMO-LED,-1,APS,Ongo,Kouwei,-1,-1,Bypass,-1,157.83786908579634
Green Gradient,5268,Leather Jacket,Wrath,Core,Vandalized,Emoji,-1,Core,Extended Release,-1,Boba,-1,-1,157.83631108572052
Black Graphic,6706,PBJ,Pulsar White,EMP Shields,Echelon-3,Range Finder,Core,Core,Inhaler,APS,-1,-1,-1,157.79474646238205
Black Graphic,5693,Kouwei,Wrath,Kouwei,Grigori,Centurion,Kouwei,Core,Extended Release,Core,-1,-1,-1,157.77692208861464
Purple Gradient,1130,Leather Jacket,Nebula Red,Small Cell,Core,Kouwei,Core,Patrician,Inhaler,Cat,-1,-1,-1,157.71545172924624
Black Graphic,5500,Graphic Tee,Navy,Core,Field Agent,Patrician,Rabbit,Kouwei,Kouwei,APS,-1,-1,-1,157.69892830227965
Green Gradient,6383,Tourist,Grape,Core,Echelon-3,Industrial Sensor,-1,Centurion,Sticker,Core,-1,-1,-1,157.68009476367678
Green Gradient,3845,Core,Nova Blue,Core,Governor,Industrial Sensor,Rabbit,Centurion,Inhaler,Core,-1,-1,-1,157.65801132596818
Black Graphic,723,Core,Nova Blue,Extended Range,Courier,Industrial Sensor,Core,Patrician,Kouwei,Infrared,-1,-1,-1,157.65521005020815
Blue Gradient,6327,Core,Snake,Kouwei,Kouwei,Garsi,Core,Core,Offender,-1,Boba,-1,-1,157.6467734168919
Green Gradient,6015,Tourist,Nova Blue,Kouwei,Ongo,Echelon-3,-1,Kouwei,-1,Infrared,-1,-1,-1,157.64393657747146
Blue Gradient,4813,Leather Jacket,Nebula Red,Kouwei,Core,Emoji,Cat,Core,Patrician,Centurion,-1,-1,-1,157.61045431176927
Grey Gradient,1086,Centurion,Nebula Red,Patrician,Tri-Focal ACS,Strobe,-1,Core,Inhaler,Centurion,-1,-1,-1,157.5748321841073
Orange Gradient,4969,PBJ,Pulsar White,Patrician,Centurion,Centurion,APS,Patrician,Inhaler,Rabbit,-1,Kouwei,-1,157.56756536642632
Blue Gradient,6587,Leather Jacket,Cotton Candy,Kouwei,EMO-LED,-1,-1,Kouwei,Patrician,Core,-1,Patrician,-1,157.56392842626855
Purple Gradient,5376,Wind Breaker,Neptune,Kouwei,Tri-Focal ACS,Ongo,-1,Ongo,Kouwei,Ongo,-1,-1,-1,157.55187842192618
Orange Gradient,1683,Graphic Tee,Grape,Ongo,Grigori,Strobe,-1,Core,-1,Kouwei,-1,-1,-1,157.49989990110205
Grey Gradient,3183,Puff Jacket,Nebula Red,Core,Centurion,Range Finder,Core,Core,V-THC,Kouwei,-1,-1,-1,157.42749372980558
Grey Day,921,Leather Jacket,Cotton Candy,Centurion,Centurion,Core,Centurion,Core,-1,Infrared,-1,Faction,-1,157.38977725999757
Pink Gradient,5320,Kouwei,34 Tauri,Core,ISO,Strobe,Core,Core,Inhaler,Infrared,-1,Faction,-1,157.38482835931208
Purple Gradient,7086,Graphic Tee,Neptune,EMP Shields,Centurion,Transmission,Core,Core,Core,Core,-1,-1,-1,157.26801339572717
Purple Gradient,1934,Graphic Tee,Pulsar White,Core,Governor,Emoji,Ongo,Core,-1,Rabbit,-1,-1,-1,157.2619746195451
Pink Gradient,2330,Graphic Tee,Neptune,Extended Range,Kouwei,Patrician,Centurion,Core,Inhaler,-1,-1,-1,-1,157.2476824874815
Grey Day,2557,Tourist,Navy,Ongo,Patrician,Emoji,Core,Core,Inhaler,-1,-1,-1,-1,157.24436909183783
Orange Gradient,1637,Captain,Grape,Centurion,EMO-LED,-1,Core,Runtime Meter,Inhaler,Kouwei,-1,-1,-1,157.21149652546393
Green Gradient,5754,TUX,Echelon Grey,Kouwei,VRT,Transmission,-1,Core,Kouwei,APS,-1,-1,-1,157.19568168158787
Grey Day,604,Graphic Tee,Neptune,Kouwei,ISO,Industrial Sensor,Core,Ongo,Inhaler,-1,Beverage,-1,-1,157.18047047883132
Green Gradient,1549,Core,Grape,Kouwei,Ongo,Industrial Sensor,Centurion,Core,Inhaler,Ongo,-1,Patrician,-1,157.17852728278547
Black Graphic,3106,Patrician,Titan,Patrician,VRT,Core,-1,Runtime Meter,Core,-1,-1,-1,-1,157.15783490407625
Black Graphic,4255,Graphic Tee,Grape,Extended Range,EMO-LED,-1,Core,Runtime Meter,V-THC,Rabbit,-1,-1,-1,157.11265157133812
Orange Gradient,1361,Centurion,Nebula Red,Kouwei,VRT,-1,-1,Core,Kouwei,Rabbit,-1,Centurion,-1,157.0789167082264
Purple Gradient,6693,BDVXP,34 Tauri,Kouwei,VRT,Range Finder,Core,Core,-1,Rabbit,-1,Kouwei,-1,157.04055411974758
Blue Gradient,6322,Centurion,Cotton Candy,Kouwei,Graffiti,-1,Ongo,Core,Offender,APS,-1,Patrician,-1,157.0245421262886
Purple Gradient,6521,Sergeant,Nebula Red,Centurion,VRT,Garsi,Rabbit,Runtime Meter,Inhaler,APS,-1,-1,-1,157.0180330681688
Green Gradient,7588,Puff Jacket,Cotton Candy,EMP Shields,Vandalized,Emoji,-1,Ongo,Extended Release,Core,-1,Faction,-1,157.01072352664875
Grey Gradient,481,Sergeant,Snake,Kouwei,Field Agent,Industrial Sensor,APS,Kouwei,Extended Release,Core,-1,-1,-1,156.95020737306334
Green Gradient,7521,Tactical,Nova Blue,Small Cell,Ongo,Trinity,-1,Centurion,Kouwei,-1,-1,-1,-1,156.9324191017853
Black Graphic,279,Leather Jacket,Wrath,Centurion,Centurion,Kouwei,Core,Core,Inhaler,Centurion,-1,Faction,-1,156.7758087108027
Grey Gradient,4403,Wind Breaker,Pulsar White,EMP Shields,VRT,Range Finder,APS,Core,Core,APS,-1,-1,-1,156.7211117960533
Purple Gradient,3790,Puff Jacket,Titan,Patrician,Kouwei,Core,-1,Patrician,Core,Infrared,-1,-1,-1,156.68394935812023
Grey Gradient,1035,Tactical,34 Tauri,Extended Range,Tri-Focal ACS,Industrial Sensor,Kouwei,Patrician,Kouwei,-1,-1,-1,-1,156.68192662919876
Grey Gradient,6194,Tactical,Grape,Kouwei,Patrician,Ongo,Core,Runtime Meter,Sticker,Infrared,-1,Kouwei,-1,156.59781567710826
Blue Gradient,4196,Tracksuit,Snake,Patrician,ISO,Centurion,Acoustic Array,Core,Centurion,Rabbit,-1,-1,-1,156.59196516403173
Purple Gradient,6358,Monk,Neptune,Kouwei,Centurion,Industrial Sensor,Centurion,Core,Ongo,Kouwei,-1,Faction,-1,156.5820169758228
Black Graphic,1830,Kouwei,Grape,Core,Centurion,Patrician,-1,Core,Sticker,Rabbit,-1,-1,-1,156.56345689010004
Grey Day,5260,Tactical,Nova Blue,Patrician,Field Agent,Industrial Sensor,Ongo,Core,Inhaler,-1,Boba,-1,-1,156.51108046970347
Black Graphic,5775,Graphic Tee,Snake,Core,Centurion,Patrician,Ongo,Core,-1,Ongo,-1,Bypass,-1,156.50831698871707
Orange Gradient,3590,Kouwei,Neptune,Core,Kouwei,Transmission,-1,Core,Centurion,Kouwei,-1,-1,-1,156.4640462222456
Grey Day,4536,Tactical,Echelon Grey,Centurion,Tri-Focal ACS,Industrial Sensor,Acoustic Array,Patrician,Inhaler,Centurion,-1,-1,-1,156.45763418426782
Pink Gradient,2323,Centurion,Titan,Extended Range,Echelon-3,Garsi,Rabbit,Core,Kouwei,Rabbit,-1,-1,-1,156.4153961611875
Blue Gradient,6238,Core,Pulsar White,Centurion,Vandalized,Centurion,-1,Ongo,Patrician,Infrared,-1,-1,-1,156.40327219094934
Orange Gradient,6842,Wind Breaker,Wrath,Extended Range,Field Agent,Trinity,-1,Runtime Meter,Offender,-1,-1,-1,-1,156.31892339998564
Orange Gradient,545,Core,Cotton Candy,Extended Range,Tri-Focal ACS,Industrial Sensor,-1,Ongo,Sticker,-1,-1,-1,-1,156.2567759670665
Purple Gradient,1491,TUX,Wrath,Kouwei,Patrician,Ongo,APS,Core,Offender,Core,-1,-1,-1,156.20166245064524
Purple Gradient,6924,Leather Jacket,Nebula Red,Extended Range,ISO,Industrial Sensor,Core,Kouwei,Extended Release,APS,-1,Faction,-1,156.1883432414228
Purple Gradient,1515,Leather Jacket,Neptune,Core,Courier,Garsi,Core,Core,Offender,Rabbit,-1,-1,-1,156.01057431989562
Pink Gradient,1203,Tracksuit,Navy,Small Cell,Governor,Industrial Sensor,Kouwei,Runtime Meter,Inhaler,-1,-1,-1,-1,155.931271986996
Pink Gradient,2513,Centurion,Titan,Extended Range,Field Agent,Cutter,Core,Patrician,Inhaler,Core,-1,Kouwei,-1,155.9209755172244
Black Graphic,1857,Tracksuit,Nova Blue,Centurion,Kouwei,Patrician,Core,Ongo,Inhaler,Core,-1,Bypass,-1,155.90059820156756
Black Graphic,1583,PBJ,34 Tauri,Small Cell,Ongo,Emoji,Kouwei,Ongo,Inhaler,Core,-1,Kouwei,-1,155.87802682885075
Pink Gradient,4457,BDVXP,Pulsar White,Small Cell,Kouwei,Industrial Sensor,-1,Kouwei,Offender,Core,-1,Patrician,-1,155.82152077034695
Orange Gradient,1082,Sergeant,Neptune,Small Cell,EMO-LED,-1,Centurion,Core,Inhaler,-1,-1,-1,-1,155.81550659423743
Purple Gradient,3174,Tactical,Echelon Grey,Small Cell,Core,Transmission,Core,Core,Sticker,Kouwei,-1,-1,-1,155.78070550226053
Black Graphic,6353,Centurion,Nebula Red,Core,Recon,Transmission,Centurion,Centurion,Inhaler,-1,-1,-1,-1,155.7354140795924
Black Graphic,340,Leather Jacket,Grape,Centurion,Courier,Industrial Sensor,Ongo,Ongo,-1,-1,-1,Kouwei,-1,155.7270710636073
Blue Gradient,638,Tracksuit,Grape,Core,Vandalized,Centurion,Kouwei Vibes,Centurion,Offender,-1,-1,-1,-1,155.70273863949598
Green Gradient,2715,Leather Jacket,Grape,Patrician,VRT,Centurion,-1,Centurion,Kouwei,Centurion,-1,Formula-V,-1,155.56967270749877
Black Graphic,3129,Core,Titan,Centurion,VRT,Cutter,Core,Kouwei,Patrician,Core,-1,-1,-1,155.54423226372276
Purple Gradient,6261,BDVXP,Titan,Kouwei,Centurion,Strobe,Kouwei Vibes,Patrician,Inhaler,-1,-1,-1,-1,155.51389012439986
Black Graphic,3732,Leather Jacket,34 Tauri,Patrician,Core,Emoji,Acoustic Array,Kouwei,Kouwei,-1,-1,Centurion,-1,155.4987542700763
Orange Gradient,2035,Tracksuit,Nebula Red,Patrician,Patrician,Ongo,APS,Patrician,Centurion,APS,-1,-1,-1,155.45258520604577
Purple Gradient,6578,Leather Jacket,Nova Blue,Small Cell,Ongo,Transmission,Ongo,Core,Offender,Core,-1,-1,-1,155.4459016814479
Purple Gradient,2595,Graphic Tee,Snake,Kouwei,Courier,Range Finder,-1,Core,Offender,Kouwei,-1,-1,-1,155.44090859377425
Black Graphic,5005,Wind Breaker,Cotton Candy,Centurion,Patrician,Strobe,-1,Core,Inhaler,Infrared,-1,Patrician,-1,155.42451416385552
Orange Gradient,989,Ongo,Cotton Candy,Ongo,Centurion,Strobe,Acoustic Array,Ongo,Kouwei,Kouwei,-1,Bypass,-1,155.37770593266907
Green Gradient,902,Wind Breaker,Snake,Core,Echelon-3,Core,-1,Core,Centurion,APS,-1,-1,-1,155.37735133665527
Black Graphic,3294,TUX,Grape,Kouwei,VRT,Range Finder,Ongo,Runtime Meter,Extended Release,Core,-1,-1,-1,155.36684974271105
Purple Gradient,4970,Ongo,34 Tauri,Patrician,EMO-LED,-1,-1,Kouwei,Inhaler,-1,Beverage,-1,-1,155.35132989242118
Pink Gradient,6241,Centurion,Neptune,Core,VRT,Industrial Sensor,Centurion,Runtime Meter,Patrician,Infrared,-1,-1,-1,155.28779814521408
Black Graphic,1119,Patrician,Cotton Candy,Small Cell,Vandalized,Industrial Sensor,Kouwei,Centurion,-1,Core,-1,Bypass,-1,155.25790805031895
Pink Gradient,3392,Leather Jacket,Grape,Core,Centurion,Strobe,Ongo,Ongo,Sticker,Centurion,-1,Patrician,-1,155.25367915289297
Green Gradient,4028,TUX,Navy,Kouwei,VRT,-1,Kouwei,Core,V-THC,-1,-1,-1,-1,155.23673384941463
Black Graphic,6883,Kimono,Nova Blue,Core,Core,Garsi,Ongo,Kouwei,Kouwei,-1,-1,Patrician,-1,155.19873237120035
Purple Gradient,5835,BDVXP,Neptune,Kouwei,ISO,Cutter,Rabbit,Ongo,Inhaler,-1,-1,-1,-1,155.18419346990757
Orange Gradient,6292,Soldier,Titan,Core,Ongo,Industrial Sensor,-1,Centurion,Inhaler,-1,-1,-1,-1,155.17120105295223
Blue Gradient,7058,Sergeant,Wrath,Centurion,EMO-LED,-1,-1,Patrician,Offender,Cat,-1,-1,-1,155.13812135672748
Black Graphic,1824,Patrician,Nova Blue,Kouwei,Kouwei,Centurion,-1,Centurion,Inhaler,Cat,-1,Faction,-1,155.07981047374923
Grey Gradient,2689,Wind Breaker,Neptune,Centurion,VRT,Patrician,-1,Core,Ongo,Cat,-1,-1,-1,155.01599553108463
Pink Gradient,2209,Graphic Tee,Cotton Candy,Small Cell,Centurion,Strobe,Rabbit,Runtime Meter,Sticker,-1,-1,Faction,-1,154.9996016446597
Pink Gradient,3151,Core,Navy,Kouwei,Kouwei,Core,Acoustic Array,Patrician,Kouwei,Centurion,-1,Bypass,-1,154.96125963383912
Grey Day,2818,TUX,Nebula Red,Centurion,Graffiti,-1,Acoustic Array,Core,Inhaler,Infrared,-1,Bypass,-1,154.9464456649827
Pink Gradient,6146,Tourist,Pulsar White,Core,EMO-LED,-1,Centurion,Kouwei,Kouwei,Infrared,-1,-1,-1,154.94597307869364
Green Gradient,559,Graphic Tee,Wrath,Kouwei,Ongo,Strobe,Centurion,Patrician,Sticker,-1,-1,Faction,-1,154.94173546136764
Pink Gradient,2217,Wind Breaker,Cotton Candy,Core,Vandalized,Emoji,-1,Core,V-THC,Centurion,-1,-1,-1,154.94148048650518
Green Gradient,6066,Centurion,Neptune,EMP Shields,Grigori,Centurion,-1,Core,Inhaler,Kouwei,-1,-1,-1,154.9072269776545
Black Graphic,5495,Super Puff,34 Tauri,Kouwei,Core,Centurion,-1,Core,Inhaler,-1,-1,-1,-1,154.8519111987166
Pink Gradient,1871,Kimono,Titan,Centurion,Field Agent,Cutter,-1,Centurion,Extended Release,Cat,-1,-1,-1,154.76411249251788
Black Graphic,17,Leather Jacket,Nebula Red,Kouwei,Patrician,Industrial Sensor,Kouwei Vibes,Ongo,Ongo,-1,-1,-1,-1,154.76275050254455
Blue Gradient,1814,Tactical,Titan,Centurion,Ongo,Range Finder,APS,Ongo,Core,-1,-1,-1,-1,154.72367760497514
Grey Gradient,4343,Graphic Tee,Nebula Red,Patrician,Centurion,Industrial Sensor,Kouwei,Kouwei,Extended Release,-1,-1,Centurion,-1,154.67455613830077
Orange Gradient,4289,BDVXP,Navy,EMP Shields,ISO,Strobe,Acoustic Array,Kouwei,-1,APS,-1,-1,-1,154.6141219729792
Black Graphic,3884,Graphic Tee,Grape,Patrician,Patrician,Kouwei,Kouwei,Core,Kouwei,Core,-1,-1,-1,154.5362889363815
Purple Gradient,1142,Centurion,Snake,Core,Courier,-1,Acoustic Array,Runtime Meter,Kouwei,Ongo,-1,-1,-1,154.53018941756898
Black Graphic,3144,TUX,Nebula Red,Kouwei,VRT,Centurion,Ongo,Core,Inhaler,Core,-1,Patrician,-1,154.5091788250719
Grey Day,4882,Wind Breaker,Grape,Kouwei,Kouwei,Cutter,-1,Core,V-THC,Kouwei,-1,-1,-1,154.50817174072972
Grey Gradient,5174,PBJ,Grape,Kouwei,Tri-Focal ACS,Emoji,Kouwei,Core,-1,Core,-1,-1,-1,154.45934392903447
Orange Gradient,483,Leather Jacket,34 Tauri,Ongo,Field Agent,Patrician,Core,Ongo,Extended Release,-1,-1,-1,-1,154.402367424257
Purple Gradient,61,Leather Jacket,Cotton Candy,Kouwei,Field Agent,Core,Cat,Core,-1,Cat,-1,-1,-1,154.36054070679882
Purple Gradient,1938,Tactical,Neptune,Kouwei,Courier,Strobe,-1,Core,Inhaler,Core,-1,Bypass,-1,154.3506024059175
Black Graphic,4392,Tactical,Neptune,Core,Centurion,Echelon-3,Kouwei Vibes,Centurion,Kouwei,-1,-1,-1,-1,154.34736998645857
Grey Gradient,5897,Core,Cotton Candy,Core,Courier,Garsi,-1,Core,Sticker,Infrared,-1,-1,-1,154.28557994634565
Pink Gradient,280,Tracksuit,34 Tauri,Core,Governor,Industrial Sensor,Core,Core,Extended Release,Ongo,-1,-1,-1,154.22976333715073
Pink Gradient,3626,Puff Jacket,Wrath,Kouwei,Courier,Garsi,-1,Core,Centurion,-1,-1,-1,-1,154.19648155958603
Grey Gradient,5516,Tracksuit,Echelon Grey,Kouwei,EMO-LED,-1,-1,Runtime Meter,Offender,Infrared,-1,Centurion,-1,154.18413434114666
Blue Gradient,3514,Leather Jacket,Titan,Core,VRT,Core,Core,Core,V-THC,Core,-1,-1,-1,154.1744039829157
Blue Gradient,4077,Tourist,Titan,Centurion,Ongo,Centurion,Kouwei,Patrician,Kouwei,APS,-1,-1,-1,154.16364567709593
Purple Gradient,4305,TUX,Nova Blue,Patrician,Centurion,Emoji,Core,Centurion,Offender,Core,-1,Faction,-1,154.13875938051387
Blue Gradient,2257,Centurion,Titan,Core,Kouwei,-1,-1,Core,Sticker,Infrared,Beverage,-1,-1,154.12965009938756
Blue Gradient,6082,Wind Breaker,Navy,Kouwei,ISO,Ongo,Acoustic Array,Patrician,-1,Core,-1,Faction,-1,154.11782485047232
Black Graphic,1789,Kouwei,Titan,Core,Centurion,Ongo,-1,Runtime Meter,Offender,Cat,-1,Patrician,-1,154.10993891154882
Pink Gradient,6360,Leather Jacket,Nova Blue,Core,VRT,Industrial Sensor,Rabbit,Patrician,Core,Infrared,-1,Faction,-1,154.08421809179296
Grey Gradient,2028,BDVXP,Nova Blue,Small Cell,Patrician,Garsi,Ongo,Core,Extended Release,APS,-1,-1,-1,154.0826940244184
Black Graphic,6872,Kimono,Echelon Grey,Small Cell,Centurion,Garsi,Rabbit,Kouwei,Core,-1,-1,-1,-1,153.990464850282
Grey Gradient,4208,Centurion,Cotton Candy,Small Cell,Patrician,Strobe,Core,Core,Offender,Rabbit,-1,-1,-1,153.924298343049
Pink Gradient,5914,Monk,Nebula Red,Centurion,Graffiti,-1,Core,Kouwei,Inhaler,Centurion,-1,Kouwei,-1,153.8865952373746
Purple Gradient,3882,Graphic Tee,Echelon Grey,Core,Echelon-3,Range Finder,Core,Runtime Meter,Extended Release,Cat,-1,-1,-1,153.8590812497842
Blue Gradient,6834,Tactical,Wrath,Centurion,VRT,Industrial Sensor,-1,Centurion,-1,Infrared,Beverage,Bypass,-1,153.81633092408433
Blue Gradient,5012,Patrician,Pulsar White,Centurion,Kouwei,Cutter,Kouwei,Centurion,Extended Release,Infrared,-1,-1,-1,153.76704270166007
Grey Gradient,3770,Puff Jacket,Echelon Grey,Kouwei,VRT,Emoji,-1,Kouwei,Ongo,Core,Boba,-1,-1,153.59699001893802
Purple Gradient,5905,Tracksuit,Pulsar White,Centurion,Grigori,Industrial Sensor,-1,Runtime Meter,Kouwei,Ongo,-1,-1,-1,153.53988832213793
Black Graphic,4476,Graphic Tee,Titan,Centurion,Centurion,Patrician,Rabbit,Kouwei,Ongo,Core,-1,-1,-1,153.51421087749
Grey Gradient,3169,Tactical,Neptune,Centurion,Field Agent,Centurion,Core,Core,Kouwei,Core,Boba,-1,-1,153.4656794381773
Orange Gradient,6754,PBJ,Grape,Kouwei,Echelon-3,Transmission,-1,Core,Inhaler,-1,-1,-1,-1,153.45862626395933
Blue Gradient,1919,Sergeant,Cotton Candy,Centurion,Centurion,Ongo,APS,Runtime Meter,Inhaler,Core,-1,-1,-1,153.4580911666989
Blue Gradient,6539,TUX,Snake,Kouwei,VRT,Centurion,Core,Runtime Meter,Patrician,-1,-1,-1,-1,153.42331481603802
Grey Day,6437,PBJ,Nebula Red,Kouwei,Vandalized,Strobe,Ongo,Runtime Meter,Offender,-1,-1,Bypass,-1,153.4182220623719
Black Graphic,1088,PBJ,Echelon Grey,Kouwei,Kouwei,Ongo,Kouwei,Ongo,Offender,-1,-1,Faction,-1,153.39812416497145
Black Graphic,1221,Core,Grape,Kouwei,VRT,-1,Acoustic Array,Centurion,Inhaler,Core,-1,Formula-V,-1,153.38453396154398
Grey Day,3942,Ongo,Nebula Red,Centurion,Centurion,Ongo,Rabbit,Centurion,Kouwei,Kouwei,-1,Kouwei,-1,153.38040681541185
Purple Gradient,2450,Tourist,Echelon Grey,Core,Kouwei,Garsi,Core,Core,-1,Cat,-1,-1,-1,153.3497494958396
Orange Gradient,3720,Centurion,Navy,Core,Recon,Cutter,-1,Kouwei,Sticker,-1,-1,Faction,-1,153.34877534012983
Green Gradient,4329,TUX,Wrath,Core,Centurion,Cutter,Core,Kouwei,Ongo,Centurion,-1,-1,-1,153.347360123414
Blue Gradient,2734,Tracksuit,Wrath,Patrician,Recon,Kouwei,-1,Centurion,Inhaler,Cat,-1,-1,-1,153.337285599472
Green Gradient,6110,Leather Jacket,Nebula Red,Patrician,EMO-LED,-1,APS,Kouwei,Inhaler,Core,Boba,-1,-1,153.33368165392204
Black Graphic,1133,Tracksuit,Nova Blue,Extended Range,Recon,Core,Kouwei,Core,Kouwei,Core,-1,Bypass,-1,153.2884562075697
Black Graphic,6783,PBJ,Navy,Core,Ongo,Industrial Sensor,Cat,Runtime Meter,Centurion,-1,-1,-1,-1,153.24782943039304
Purple Gradient,3142,Centurion,Nova Blue,Centurion,Core,Patrician,-1,Core,Centurion,-1,-1,-1,-1,153.20933557265573
Grey Gradient,6065,Tactical,Nova Blue,Extended Range,VRT,Centurion,Cat,Runtime Meter,Sticker,Cat,-1,-1,-1,153.1870248960014
Grey Gradient,5370,Tactical,Navy,Kouwei,Echelon-3,Cutter,APS,Core,Inhaler,APS,-1,Bypass,-1,153.18315513265165
Black Graphic,1640,Leather Jacket,Cotton Candy,Patrician,ISO,Strobe,Centurion,Core,Inhaler,Cat,-1,-1,-1,153.1522984303793
Orange Gradient,5760,Kouwei,Pulsar White,Centurion,Ongo,Trinity,Kouwei,Core,Inhaler,Core,-1,-1,-1,153.13616131761717
Blue Gradient,599,Centurion,Nebula Red,Centurion,Kouwei,Centurion,Centurion,Patrician,Patrician,-1,-1,-1,-1,153.09964712005848
Purple Gradient,2448,Graphic Tee,Navy,Kouwei,Field Agent,-1,Core,Patrician,Ongo,-1,-1,Formula-V,-1,153.0895366320097
Grey Gradient,2811,Monk,Neptune,Core,Field Agent,Patrician,Core,Core,Inhaler,-1,-1,-1,-1,153.03401905446157
Orange Gradient,1477,Tracksuit,Wrath,Centurion,Centurion,Industrial Sensor,Rabbit,Centurion,Inhaler,APS,Beverage,-1,-1,152.97754072798568
Grey Day,4250,Tactical,Cotton Candy,Extended Range,Governor,Industrial Sensor,-1,Runtime Meter,Inhaler,Kouwei,-1,-1,-1,152.9629559440278
Pink Gradient,2346,Sergeant,34 Tauri,Extended Range,Kouwei,Industrial Sensor,Core,Centurion,Ongo,-1,-1,-1,-1,152.9545092502765
Grey Gradient,6137,Leather Jacket,Navy,Ongo,Core,Centurion,Kouwei Vibes,Core,Offender,Infrared,-1,-1,-1,152.93603164924673
Orange Gradient,2600,Core,Titan,Kouwei,Vandalized,Core,Centurion,Core,Inhaler,Kouwei,-1,-1,-1,152.93152068672495
Blue Gradient,3176,Wind Breaker,Navy,Kouwei,Recon,Patrician,Kouwei,Centurion,-1,Infrared,-1,-1,-1,152.8015765764587
Purple Gradient,177,Leather Jacket,34 Tauri,Core,EMO-LED,-1,Ongo,Core,Inhaler,-1,Boba,Bypass,-1,152.70521770295755
Grey Day,194,Puff Jacket,Titan,Extended Range,Patrician,Industrial Sensor,Acoustic Array,Kouwei,Ongo,Rabbit,-1,-1,-1,152.69126001394827
Black Graphic,6725,Graphic Tee,Snake,Kouwei,Centurion,Ongo,-1,Patrician,Extended Release,Core,Boba,-1,-1,152.63936250666174
